index,Product Card Id,Product Name,Product Price,Product Status,Product Description,Product Image,Category Id
1585,1354,DVDs ,164.3800049,0,,http://images.acmesports.sports/DVDs,67.0
1590,1348,CDs of rock,11.28999996,0,,http://images.acmesports.sports/CDs+of+rock,61.0
1687,78,Nike Kids' Grade School KD VI Basketball Shoe,99.98999786,0,,http://images.acmesports.sports/Nike+Kids%27+Grade+School+KD+VI+Basketball+Shoe,5.0
1705,258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,94.98999786,0,,http://images.acmesports.sports/Nike+Women%27s+Free+5.0+TR+FIT+PRT+4+Training+Shoe,
1885,797,Hirzl Women's Soffft Flex Golf Glove,17.98999977,0,,http://images.acmesports.sports/Hirzl+Women%27s+Soffft+Flex+Golf+Glove,36.0
2159,981,The North Face Women's Recon Backpack,99.0,0,,http://images.acmesports.sports/The+North+Face+Women%27s+Recon+Backpack,44.0
2325,1355,Lawn mower,532.5800171,0,,http://images.acmesports.sports/Lawn+mower,68.0
2569,135,Nike Dri-FIT Crew Sock 6 Pack,22.0,0,,http://images.acmesports.sports/Nike+Dri-FIT+Crew+Sock+6+Pack,7.0
2877,134,Nike Women's Legend V-Neck T-Shirt,25.0,0,,http://images.acmesports.sports/Nike+Women%27s+Legend+V-Neck+T-Shirt,7.0
2965,845,Garmin Approach S4 Golf GPS Watch,299.9899902,0,,http://images.acmesports.sports/Garmin+Approach+S4+Golf+GPS+Watch,38.0
3006,982,insta-bed Neverflat Air Mattress,149.9900055,0,,http://images.acmesports.sports/insta-bed+Neverflat+Air+Mattress,
3123,625,Nike Men's Kobe IX Elite Low Basketball Shoe,199.9900055,0,,http://images.acmesports.sports/Nike+Men%27s+Kobe+IX+Elite+Low+Basketball+Shoe,29.0
3205,1359,Adult dog supplies,84.40000153,0,,http://images.acmesports.sports/Adult+dog+supplies,72.0
3208,1356,First aid kit,293.0400085,0,,http://images.acmesports.sports/First+aid+kit,69.0
3390,607,Garmin Approach S3 Golf GPS Watch,249.9900055,0,,http://images.acmesports.sports/Garmin+Approach+S3+Golf+GPS+Watch,41.0
3737,1358,Rock music,260.6499939,0,,http://images.acmesports.sports/Rock+music,
3923,1362,Fighting video games,39.75,0,,http://images.acmesports.sports/Fighting+video+games,75.0
5148,295,Fitbit The One Wireless Activity & Sleep Trac,99.94999695,0,,http://images.acmesports.sports/Fitbit+The+One+Wireless+Activity+%26+Sleep+Tracker,38.0
5695,127,Stiga Master Series ST3100 Competition Indoor,329.9899902,0,,http://images.acmesports.sports/Stiga+Master+Series+ST3100+Competition+Indoor+Table+Tennis...,7.0
5776,61,Diamondback Girls' Clarity 24 Hybrid Bike 201,299.9899902,0,,http://images.acmesports.sports/Diamondback+Girls%27+Clarity+24+Hybrid+Bike+2014,4.0
5777,35,adidas Brazuca 2014 Official Match Ball,159.9900055,0,,http://images.acmesports.sports/adidas+Brazuca+2014+Official+Match+Ball,
5835,858,GolfBuddy VT3 GPS Watch,199.9900055,0,,http://images.acmesports.sports/GolfBuddy+VT3+GPS+Watch,38.0
5836,860,Bushnell Pro X7 Jolt Slope Rangefinder,599.9899902,0,,http://images.acmesports.sports/Bushnell+Pro+X7+Jolt+Slope+Rangefinder,38.0
9628,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,189.0,0,,http://images.acmesports.sports/Yakima+DoubleDown+Ace+Hitch+Mount+4-Bike+Rack,
11371,19,Nike Men's Fingertrap Max Training Shoe,124.9899979,0,,http://images.acmesports.sports/Nike+Men%27s+Fingertrap+Max+Training+Shoe,2.0
12605,226,Bowflex SelectTech 1090 Dumbbells,599.9899902,0,,http://images.acmesports.sports/Bowflex+SelectTech+1090+Dumbbells,11.0
12606,208,SOLE E35 Elliptical,1999.98999,0,,http://images.acmesports.sports/SOLE+E35+Elliptical,10.0
31558,793,Hirzl Women's Hybrid Golf Glove,14.98999977,0,,http://images.acmesports.sports/Hirzl+Women%27s+Hybrid+Golf+Glove,36.0
31869,792,Hirzl Men's Hybrid Golf Glove,14.98999977,0,,http://images.acmesports.sports/Hirzl+Men%27s+Hybrid+Golf+Glove,36.0
32151,786,TaylorMade 2014 Purelite Stand Bag,179.9900055,0,,http://images.acmesports.sports/TaylorMade+2014+Purelite+Stand+Bag,
32216,778,Bag Boy Beverage Holder,24.98999977,0,,http://images.acmesports.sports/Bag+Boy+Beverage+Holder,35.0
32495,777,Bag Boy M330 Push Cart,79.98999786,0,,http://images.acmesports.sports/Bag+Boy+M330+Push+Cart,35.0
32564,775,Clicgear 8.0 Shoe Brush,9.989999771,0,,http://images.acmesports.sports/Clicgear+8.0+Shoe+Brush,35.0
32849,773,Titleist Small Wheeled Travel Cover,249.9900055,0,,http://images.acmesports.sports/Titleist+Small+Wheeled+Travel+Cover,
32903,771,Clicgear Rovic Cooler Bag,39.99000168,0,,http://images.acmesports.sports/Clicgear+Rovic+Cooler+Bag,
50623,768,Titleist Club Glove Travel Cover,299.9899902,0,,http://images.acmesports.sports/Titleist+Club+Glove+Travel+Cover,
50657,743,Ogio Race Golf Shoes,169.9900055,0,,http://images.acmesports.sports/Ogio+Race+Golf+Shoes,34.0
50718,730,LIJA Women's Argyle Golf Polo,80.0,0,,http://images.acmesports.sports/LIJA+Women%27s+Argyle+Golf+Polo,33.0
50784,728,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,0,,http://images.acmesports.sports/LIJA+Women%27s+Eyelet+Sleeveless+Golf+Polo,33.0
51093,725,LIJA Women's Button Golf Dress,108.0,0,,http://images.acmesports.sports/LIJA+Women%27s+Button+Golf+Dress,
51169,724,LIJA Women's Mid-Length Panel Golf Shorts,100.0,0,,http://images.acmesports.sports/LIJA+Women%27s+Mid-Length+Panel+Golf+Shorts,33.0
51242,715,TaylorMade Women's RBZ SL Rescue,129.9900055,0,,http://images.acmesports.sports/TaylorMade+Women%27s+RBZ+SL+Rescue,32.0
51310,705,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.9899979,0,,http://images.acmesports.sports/Cleveland+Golf+Women%27s+588+RTX+CB+Satin+Chrome+Wedge,32.0
51380,703,Top Flite Women's 2014 XL Hybrid,19.98999977,0,,http://images.acmesports.sports/Top+Flite+Women%27s+2014+XL+Hybrid,
51683,691,MDGolf Pittsburgh Penguins Putter,79.98999786,0,,http://images.acmesports.sports/MDGolf+Pittsburgh+Penguins+Putter,31.0
51736,677,TaylorMade White Smoke IN-12 Putter,99.98999786,0,,http://images.acmesports.sports/TaylorMade+White+Smoke+IN-12+Putter,31.0
51799,671,Cleveland Golf Collegiate My Custom Wedge 588,209.9900055,0,,http://images.acmesports.sports/Cleveland+Golf+Collegiate+My+Custom+Wedge+588+RTX+Forged...,
51864,666,Merrell Men's All Out Flash Trail Running Sho,109.9899979,0,,http://images.acmesports.sports/Merrell+Men%27s+All+Out+Flash+Trail+Running+Shoe,30.0
51949,652,Merrell Women's Grassbow Sport Waterproof Hik,129.9900055,0,,http://images.acmesports.sports/Merrell+Women%27s+Grassbow+Sport+Waterproof+Hiking+Shoe,
52007,647,Merrell Women's Siren Mid Waterproof Hiking B,134.9900055,0,,http://images.acmesports.sports/Merrell+Women%27s+Siren+Mid+Waterproof+Hiking+Boot,30.0
52077,646,Merrell Women's Grassbow Sport Hiking Shoe,99.98999786,0,,http://images.acmesports.sports/Merrell+Women%27s+Grassbow+Sport+Hiking+Shoe,
52147,1361,Toys ,11.53999996,0,,http://images.acmesports.sports/Toys ,74.0
52676,1073,Pelican Sunstream 100 Kayak,199.9900055,0,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,48.0
77012,1059,Pelican Maverick 100X Kayak,349.9899902,0,,http://images.acmesports.sports/Pelican+Maverick+100X+Kayak,48.0
77052,1014,O'Brien Men's Neoprene Life Vest,49.97999954,0,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,46.0
